data_extracao;descricao;estado;complemento;implantacao;logradouro_nome;num_inicial;num_final;defronte;cruzamento_nome;lado;fluxo;local_de_instal;latitude;longitude
2025-05-01 01:32:36.179;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-05-09;AV NEUSA GOULART BRIZOLA;220;220;SIM;R VICENTE DA FONTOURA;IMPAR;DECRESCENTE;LEITO DA VIA     ;-30.039038601342423;-51.19586544111372
2025-05-01 01:32:36.179;marcacao de cruzamento rodocicloviario;INSTALADO;MARCACAO DE CRUZAMENTO RODOCICLOVIARIO - ATRAVESSANDO A F. DE OLIVEIRA;2016-01-30;R SILVA SO;471;471;SIM;R FELIPE DE OLIVEIRA;PAR;DECRESCENTE;LEITO DA VIA     ;-30.042312492298464;-51.20381760410965
2025-05-01 01:32:36.179;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-03-30;AV NILOPOLIS;5;5;SIM;R JAIME TELES;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.193;marcacao de cruzamento rodocicloviario;INSTALADO;- NA CICLO FAIXA - 14MX1,50M;2014-08-28;AV LOUREIRO DA SILVA;2110;2110;NÃO;R ENG LUIZ ENGLERT;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.179;marcacao de cruzamento rodocicloviario;INSTALADO;P/TRAVESSIA DA MARIANTE;2016-01-30;R MARIANTE;650;650;NÃO;R LIBERDADE;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.179;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-03-30;AV NILOPOLIS;5;5;NÃO;R JAIME TELES;IMPAR;CRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.195;marcacao de cruzamento rodocicloviario;INSTALADO;SÓ FLUXO 2;2016-11-11;R JOSE DE ALENCAR;286;286;NÃO;AV PRAIA DE BELAS;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.184;marcacao de cruzamento rodocicloviario;INSTALADO;;2015-12-30;R SARGENTO SILVIO DELMAR HOLLENBACH;560;560;SIM;AV JUSCELINO KUBITSCHEK DE OLIVEIRA;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.184;marcacao de cruzamento rodocicloviario;INSTALADO;;2014-12-30;R DONA ADDA MASCARENHAS DE MORAES;694;694;SIM;R JOSE HENRIQUE MARIANTE;IMPAR;CRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.184;marcacao de cruzamento rodocicloviario;INSTALADO;;2014-12-30;R DONA ADDA MASCARENHAS DE MORAES;1064;1064;SIM;R JORNAL O POVO;IMPAR;CRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.196;marcacao de ciclofaixa ao longo da via;INSTALADO;- 40MX01M - AO LADO DO PONTO DE TÁXI - SÓ FLUXO 2, COM 02 SÍMBOLOS DE  BICICLETAS E SETAS BRANCAS;2016-11-11;R JOSE DE ALENCAR;286;286;NÃO;AV PRAIA DE BELAS;PAR;DECRESCENTE;LEITO DA VIA     ;-30.05952069866168;-51.22931677848101
2025-05-01 01:32:36.197;marcacao de ciclofaixa ao longo da via;INSTALADO;12 M SÓ FLUXO 2 FUNDO VERMELHO;2016-10-27;R JOSE DE ALENCAR;332;324;NÃO;R GRAO PARA;PAR;DECRESCENTE;LEITO DA VIA     ;-30.05965070071208;-51.22837607748808
2025-05-01 01:32:36.184;marcacao de cruzamento rodocicloviario;INSTALADO;;2014-12-30;R DONA ADDA MASCARENHAS DE MORAES;1064;1064;NÃO;R JORNAL O POVO;PAR;DECRESCENTE;;;
2025-05-01 01:32:36.184;marcacao de cruzamento rodocicloviario;INSTALADO;;2014-12-30;R DONA ADDA MASCARENHAS DE MORAES;850;850;NÃO;AV SENADOR DANIEL KRIEGER;PAR;DECRESCENTE;;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;- NO CRUZAMENTO;2012-05-30;ESTR JOAO ANTONIO SILVEIRA;1064;1064;SIM;R ANTONIETA ABAD;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.159650552334423;-51.14731628447772
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2012-05-30;ESTR JOAO ANTONIO SILVEIRA;1045;1045;NÃO;R ANTONIETA ABAD;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;28 M;2016-02-28;ESTR JOAO ANTONIO SILVEIRA;1773;1773;NÃO;R BELIZE;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-14;ESTR JOAO ANTONIO SILVEIRA;2035;2035;NÃO;AV VEREADOR POZZOLO DE OLIVEIRA;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.15453908986818;-51.13767868839205
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;- NO CRUZAMENTO;;;;;;;;;;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;PARA TRAVESSIA DA JOÃO ANTONIO DA SILVEIRA;2016-02-28;ESTR JOAO ANTONIO SILVEIRA;125;125;NÃO;R CAPITAO PEDROSO;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.165353091800377;-51.15406030090526
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;24 M;2012-05-30;ESTR JOAO ANTONIO SILVEIRA;2035;2035;NÃO;AV VEREADOR POZZOLO DE OLIVEIRA;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2012-05-30;ESTR JOAO ANTONIO SILVEIRA;885;885;NÃO;R ANTONIETA ABAD;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.16052949309354;-51.14825868280606
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-08;AV IGNES E FAGUNDES;1365;1365;SIM;AC E SQ QUATRO TERCEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2012-05-30;ESTR JOAO ANTONIO SILVEIRA;1015;1015;NÃO;R ANTONIETA ABAD;IMPAR;NULO;LEITO DA VIA     ;-30.159172813437333;-51.14676718600095
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-02-28;ESTR JOAO ANTONIO SILVEIRA;1845;1845;NÃO;R ALMADA;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.1552116658558;-51.14029650343584
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-02-28;ESTR JOAO ANTONIO SILVEIRA;1409;1409;NÃO;R ANTONIO ONOFRE DA SILVEIRA;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.157477517409195;-51.14458093419672
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-08;AV IGNES E FAGUNDES;1450;1450;NÃO;R VITOR MATEUS TEIXEIRA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;;2016-06-06;AV IGNES E FAGUNDES;1335;1335;SIM;AC D SQ QUATRO TERCEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-06;AV IGNES E FAGUNDES;1335;1335;SIM;AC D SQ QUATRO TERCEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;25 M;2016-06-03;AV IGNES E FAGUNDES;1205;1205;SIM;R ENG OSCAR DE OLIVEIRA RAMOS;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-02;AV IGNES E FAGUNDES;1055;1055;SIM;AC A SQ DOIS TERCEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.184;marcacao de cruzamento rodocicloviario;INSTALADO;;2015-12-30;R LYDIA MOSCHETTI;310;310;NÃO;R ADA VAZ CABEDA;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.202;marcacao de ciclofaixa ao longo da via;INSTALADO;70 M SÓ FLUXO 2 - FUNDO VERMELHO;2016-10-03;R JOSE DE ALENCAR;774;738;NÃO;R DR OSCAR BITTENCOURT;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.202;marcacao de ciclofaixa ao longo da via;INSTALADO;20 MTS SÓ FLUXO 2 -FUNDO VERMELHO;2016-10-03;R JOSE DE ALENCAR;774;774;NÃO;AV GETULIO VARGAS;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.203;marcacao de ciclofaixa ao longo da via;INSTALADO;95 M FUNDO BRANCO SÓ FLUXO 2;2016-10-03;R JOSE DE ALENCAR;922;868;NÃO;AV GETULIO VARGAS;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-03;AV IGNES E FAGUNDES;1205;1205;SIM;R ENG OSCAR DE OLIVEIRA RAMOS;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-03;AV IGNES E FAGUNDES;1255;1255;SIM;AC B SQ QUATRO TERCEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-05-23;AV IGNES E FAGUNDES;381;381;NÃO;R DONA MADALENA;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;PARA TRAVESSIA DA IGNES E FAGUNDES;2016-05-23;AV IGNES E FAGUNDES;473;473;NÃO;R BELA VISTA;NULO;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;;2016-05-23;AV IGNES E FAGUNDES;473;473;NÃO;R BELA VISTA;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-05-19;AV IGNES E FAGUNDES;67;67;NÃO;BC A AV IGNES E FAGUNDES;IMPAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-05-19;AV IGNES E FAGUNDES;89;89;NÃO;BC B AV IGNES E FAGUNDES;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;- 06M;2016-05-19;AV IGNES E FAGUNDES;11;11;NÃO;ESTR JOAO ANTONIO SILVEIRA;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.150776058562396;-51.13359485752881
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;;2016-06-06;AV IGNES E FAGUNDES;3764;3764;NÃO;AC D SQ SEIS TERCEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;28 M;2016-05-25;AV IGNES E FAGUNDES;553;553;SIM;R CHARLIE CHAPLIN;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-02-28;AV IGNES E FAGUNDES;3802;3802;NÃO;AV ECON NILO WULFF;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-02-28;ESTR JOAO ANTONIO SILVEIRA;925;925;NÃO;R ANTONIETA ABAD;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.160043641584327;-51.1477436986752
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;- EM FRENTE AO CRUZAMENTO.;2012-05-30;ESTR JOAO ANTONIO SILVEIRA;353;353;NÃO;R CAPITAO PEDROSO;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.164946109775684;-51.152688162401326
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-09;AV IGNES E FAGUNDES;1775;1775;SIM;AC D SQ SEIS TERCEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;19 M;2016-06-09;AV IGNES E FAGUNDES;1670;1670;NÃO;AC G SQ SEIS TERCEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;20 M;2016-06-08;AV IGNES E FAGUNDES;1745;1745;SIM;AC JOSE VITOLA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-08;AV IGNES E FAGUNDES;1745;1745;SIM;AC JOSE VITOLA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;18 M;2016-06-02;AV IGNES E FAGUNDES;1257;1257;SIM;AC A SQ QUATRO TERCEIRA UV VL N RESTINGA;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;18 M;2016-06-02;AV IGNES E FAGUNDES;1055;1055;SIM;AC A SQ DOIS TERCEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;32 M;2016-05-23;AV IGNES E FAGUNDES;381;405;NÃO;R DONA MADALENA;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;16 M;2016-05-19;AV IGNES E FAGUNDES;89;89;NÃO;BC B AV IGNES E FAGUNDES;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-13;R ALBERTO HOFFMANN;285;285;NÃO;R PADRE JOAO OSCAR NEDEL;IMPAR;CRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.203;marcacao de ciclofaixa ao longo da via;INSTALADO;60 M FUNDO VERMELHO SÓ FLUXO 1;2016-10-03;R JOSE DE ALENCAR;899;915;NÃO;R GONCALVES DIAS;IMPAR;CRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.203;marcacao de cruzamento rodocicloviario;INSTALADO;5 M SÓ FLUXO 1;2016-10-03;R JOSE DE ALENCAR;922;922;SIM;R GONCALVES DIAS;IMPAR;NULO;LEITO DA VIA     ;-30.06065769492301;-51.22226178657003
2025-05-01 01:32:36.193;marcacao de ciclofaixa ao longo da via;INSTALADO;- CICLO FAIXA - 20MX1,50M (FUNDO VERMELHO) - LOCALIZADO ENTRE A RUA ENG. LUIZ ENGLERT E  O VIADUTO IMPERATRIZ LEOPOLDINA;2014-04-30;AV LOUREIRO DA SILVA;2100;2100;NÃO;R ENG LUIZ ENGLERT;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.193;marcacao de cruzamento rodocicloviario;INSTALADO;NA CICLO FAIXA - 13MX1,50M - NO ENTRONCAMENTO DO FL. 02 E O ACESSO DA R. SARMENTO LEITE;2014-08-28;AV LOUREIRO DA SILVA;2080;2080;NÃO;AV LOUREIRO DA SILVA;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.193;marcacao de cruzamento rodocicloviario;INSTALADO;- 11MX1,50M - NO ACESSO PARA AV. LOUREIRO DA SILVA, FL. 01;;;;;;;;;;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;27 M;2016-02-28;ESTR JOAO ANTONIO SILVEIRA;1937;1937;NÃO;AV MERIDIONAL;IMPAR;NULO;LEITO DA VIA     ;-30.155030766558333;-51.13952527208313
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;PARA TRAVESSIA. OU NR 1658 QUE PERTENCE AO CAMELÓDROMO DA RESTINGA;2016-02-28;ESTR JOAO ANTONIO SILVEIRA;1937;1937;NÃO;AV ECON NILO WULFF;NULO;NULO;LEITO DA VIA     ;-30.154842909244383;-51.139313620515175
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-02-28;ESTR JOAO ANTONIO SILVEIRA;1773;1773;NÃO;R BELIZE;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.155492291032413;-51.14135999931023
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-02-28;ESTR JOAO ANTONIO SILVEIRA;563;563;NÃO;ESTR BARRO VERMELHO;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-09;AV IGNES E FAGUNDES;1670;1670;NÃO;AC G SQ SEIS TERCEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;16 M;2016-06-09;AV IGNES E FAGUNDES;1860;1860;NÃO;AV ECON NILO WULFF;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-06;AV IGNES E FAGUNDES;3764;3764;NÃO;AC D SQ SEIS TERCEIRA UV VL N RESTINGA;PAR;NULO;;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;19 M;2016-06-03;AV IGNES E FAGUNDES;1255;1255;SIM;AC B SQ QUATRO TERCEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;23 M;2016-06-02;AV IGNES E FAGUNDES;923;923;SIM;R DRA LUCILA LOPES;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;;2016-05-19;AV IGNES E FAGUNDES;67;67;NÃO;BC A AV IGNES E FAGUNDES;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;- 6 M;2016-05-19;AV IGNES E FAGUNDES;30;30;NÃO;ESTR JOAO ANTONIO SILVEIRA;PAR;DECRESCENTE;LEITO DA VIA     ;-30.15078555304826;-51.13382566109454
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-05-25;AV IGNES E FAGUNDES;553;553;SIM;R CHARLIE CHAPLIN;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de ciclofaixa ao longo da via;INSTALADO;19 M;2016-05-25;AV IGNES E FAGUNDES;633;633;SIM;AC B SQ TRES PRIMEIRA UV VL N RESTINGA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-01;AV IGNES E FAGUNDES;670;670;NÃO;AV MACEDONIA;PAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-06-10;R PADRE JOAO OSCAR NEDEL;655;655;NÃO;R SETE MIL CENTO VINTE SEIS;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.187;marcacao de cruzamento rodocicloviario;INSTALADO;15 M ;2016-06-10;R PADRE JOAO OSCAR NEDEL;655;655;SIM;R SETE MIL CENTO VINTE SEIS;PAR;NULO;;;
2025-05-01 01:32:36.194;marcacao de cruzamento rodocicloviario;INSTALADO;FLUXO UM C/BAIRRO;2016-11-08;LG TELMO THOMPSON FLORES;1;1;NÃO;AV PADRE CACIQUE;NULO;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.194;marcacao de cruzamento rodocicloviario;INSTALADO;- 20MX1,50M - CICLO FAIXA;2014-07-31;AV LOUREIRO DA SILVA;1570;1630;NÃO;R JOSE DO PATROCINIO;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.194;marcacao de cruzamento rodocicloviario;INSTALADO;DOIS FLUXOS;2016-11-08;AV PADRE CACIQUE;22;22;SIM;R JOSE DE ALENCAR;NULO;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.194;marcacao de cruzamento rodocicloviario;INSTALADO;SÓ FLUXO 2;2016-11-11;R JOSE DE ALENCAR;186;186;NÃO;AV BORGES DE MEDEIROS;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.194;marcacao de ciclofaixa ao longo da via;INSTALADO;CICLOFAIXA SÓ FLUXO 2;2016-11-11;R JOSE DE ALENCAR;166;166;NÃO;LG TELMO THOMPSON FLORES;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.208;marcacao de ciclofaixa ao longo da via;INSTALADO;250 MTS -FUNDO VERMELHO;2016-04-30;AV ICARAI;2000;2000;NÃO;R CEL CLAUDINO;PAR;DECRESCENTE;LEITO DA VIA     ;-30.095751644465864;-51.2458425764271
2025-05-01 01:32:36.209;marcacao de ciclofaixa ao longo da via;INSTALADO;160 M;2014-01-30;AV ICARAI;1434;1332;NÃO;R ITAPITOCAI;PAR;DECRESCENTE;LEITO DA VIA     ;-30.090920002488133;-51.2418150902886
2025-05-01 01:32:36.195;marcacao de ciclofaixa ao longo da via;INSTALADO;85 M SO FLUXO 02;2016-11-03;R JOSE DE ALENCAR;286;186;NÃO;AV PRAIA DE BELAS;PAR;DECRESCENTE;LEITO DA VIA     ;-30.059539270393632;-51.22938576154411
2025-05-01 01:32:36.197;marcacao de ciclofaixa ao longo da via;INSTALADO;- (SÓ FLUXO 2) - 26 M COMO CICLOFAIXA - 12 TARJAS DUPLAS VERMELHO E BRANCO;2016-10-24;R JOSE DE ALENCAR;316;310;NÃO;AV PRAIA DE BELAS;PAR;DECRESCENTE;LEITO DA VIA     ;-30.059634450465104;-51.22851018793882
2025-05-01 01:32:36.194;marcacao de cruzamento rodocicloviario;INSTALADO;- 09MX1,50M;2014-08-05;AV LOUREIRO DA SILVA;2001;2001;SIM;R ANTONIO CARLOS GUIMARAES;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.194;marcacao de ciclofaixa ao longo da via;INSTALADO;COMO CICLOFAIXA NO CANTEIRO - DOIS FLUXOS;2016-11-08;LG TELMO THOMPSON FLORES;1;1;NÃO;AV PADRE CACIQUE;NULO;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.194;marcacao de cruzamento rodocicloviario;INSTALADO;SO FLUXO 2;2016-11-11;R JOSE DE ALENCAR;186;186;NÃO;AV PRAIA DE BELAS;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.210;marcacao de ciclofaixa ao longo da via;INSTALADO;- 60MX1,25M - (FUNDO VERMELHO, NO LEITO DA VIA);2014-08-04;AV LOUREIRO DA SILVA;1520;1570;NÃO;R JOSE DO PATROCINIO;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.210;marcacao de ciclofaixa ao longo da via;INSTALADO;- 45MX1,50M (DUAS LINHAS PARALELAS VERMELHAS, SOBRE A CALÇADA);2014-08-04;AV LOUREIRO DA SILVA;1500;1500;NÃO;AC HAMMOND;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.210;marcacao de ciclofaixa ao longo da via;INSTALADO;- 220MX1,50M - (FUNDO VERMELHO, NO LEITO DA VIA);2014-03-05;AV LOUREIRO DA SILVA;1320;1480;NÃO;VDT ACORIANOS-ACESSO OESTE;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.210;marcacao de ciclofaixa ao longo da via;INSTALADO;- 12MX1,50M - (FUNDO VERMELHO, NO LEITO DA VIA);2014-08-04;AV LOUREIRO DA SILVA;530;550;NÃO;R GEN VASCO ALVES;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.210;marcacao de cruzamento rodocicloviario;INSTALADO;;2014-01-30;AV ICARAI;1030;1030;NÃO;R INHANDUI;PAR;DECRESCENTE;LEITO DA VIA     ;-30.08749041968075;-51.24094256199897
2025-05-01 01:32:36.210;marcacao de ciclofaixa ao longo da via;INSTALADO;- 10MX1,50M - (DUAS LINHAS VERMELHAS PARALELAS, NA CALÇADA);2014-03-10;AV LOUREIRO DA SILVA;455;455;NÃO;R IBANOR JOSE TARTAROTTI;IMPAR;CRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.210;marcacao de ciclofaixa ao longo da via;INSTALADO;ENTRE AUGUSTO DE CARVLHO E ANTONIO K.FILHO ;2014-03-10;AV LOUREIRO DA SILVA;945;945;NÃO;R ANTONIO KLINGER FILHO;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.037659355319096;-51.23142499476672
2025-05-01 01:32:36.210;marcacao de cruzamento rodocicloviario;INSTALADO;;2016-05-10;AV PROTASIO ALVES;1081;1081;NÃO;R SANTA CECILIA;IMPAR;NULO;LEITO DA VIA     ;;
2025-05-01 01:32:36.210;marcacao de ciclofaixa ao longo da via;INSTALADO;;2014-08-03;AV LOUREIRO DA SILVA;1670;1788;SIM;R GEN LIMA E SILVA;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.03666089924884;-51.22521299868823
2025-05-01 01:32:36.210;marcacao de ciclofaixa ao longo da via;INSTALADO;- 57MX1,50M - (DUAS LINHAS VERMELHAS PARALELAS, NA CALÇADA), ANTES DO VIADUTO;2014-08-03;AV LOUREIRO DA SILVA;2001;2001;NÃO;AV JOAO PESSOA;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.03512372163205;-51.22170584276319
2025-05-01 01:32:36.210;marcacao de ciclofaixa ao longo da via;INSTALADO; - 15MX02M - (DUAS LINHAS VERMELHAS PARALELAS, NA CALÇADA), DEPOIS DO VIADUTO, COM CRUZAM. COM FL. 02 DA AV. JOÃO PESSOA.;2014-08-03;AV LOUREIRO DA SILVA;2061;2075;NÃO;AV JOAO PESSOA;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.034698787661117;-51.2211183551699
2025-05-01 01:32:36.210;marcacao de ciclofaixa ao longo da via;INSTALADO;130 M;2016-05-10;AV NEUSA GOULART BRIZOLA;440;430;SIM;R VICENTE DA FONTOURA;IMPAR;NULO;LEITO DA VIA     ;-30.038694952613927;-51.19507150724531
2025-05-01 01:32:36.198;marcacao de ciclofaixa ao longo da via;INSTALADO;55 M SÓ FLUXO 2;2016-11-21;R JOSE DE ALENCAR;420;372;NÃO;R GRAO PARA;PAR;DECRESCENTE;LEITO DA VIA     ;;
2025-05-01 01:32:36.198;marcacao de ciclofaixa ao longo da via;INSTALADO;- FUNDO PRETO, NA P.O., SÓ FLUXO 1;2016-11-22;R JOSE DE ALENCAR;295;295;NÃO;R ANTENOR LEMOS;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.059800435004984;-51.22880632057787
2025-05-01 01:32:36.198;marcacao de cruzamento rodocicloviario;INSTALADO;8 M SÓ FLUXO 1;2016-09-21;R JOSE DE ALENCAR;245;295;NÃO;R ANTENOR LEMOS;IMPAR;CRESCENTE;LEITO DA VIA     ;-30.05977141674884;-51.22898527421058
